"Datum";"Produktion kWh"
"2026-05-19 04:00 (CEST)";"0,000"
"2026-05-19 04:15 (CEST)";"0,000"
"2026-05-19 04:30 (CEST)";"0,014"
"2026-05-19 04:45 (CEST)";"0,139"
"2026-05-19 05:00 (CEST)";"0,308"
"2026-05-19 05:15 (CEST)";"0,514"
"2026-05-19 05:30 (CEST)";"0,699"
"2026-05-19 05:45 (CEST)";"0,991"
"2026-05-19 06:00 (CEST)";"1,049"
"2026-05-19 06:15 (CEST)";"1,084"
"2026-05-19 06:30 (CEST)";"1,885"
"2026-05-19 06:45 (CEST)";"2,406"
"2026-05-19 07:00 (CEST)";"2,662"
"2026-05-19 07:15 (CEST)";"3,379"
"2026-05-19 07:30 (CEST)";"3,607"
"2026-05-19 07:45 (CEST)";"4,158"
"2026-05-19 08:00 (CEST)";"4,315"
"2026-05-19 08:15 (CEST)";"4,318"
"2026-05-19 08:30 (CEST)";"4,318"
"2026-05-19 08:45 (CEST)";"4,319"
"2026-05-19 09:00 (CEST)";"4,320"
"2026-05-19 09:15 (CEST)";"4,304"
"2026-05-19 09:30 (CEST)";"4,320"
"2026-05-19 09:45 (CEST)";"4,319"
"2026-05-19 10:00 (CEST)";"4,252"
"2026-05-19 10:15 (CEST)";"4,267"
"2026-05-19 10:30 (CEST)";"4,322"
"2026-05-19 10:45 (CEST)";"4,322"
"2026-05-19 11:00 (CEST)";"4,321"
"2026-05-19 11:15 (CEST)";"4,323"
"2026-05-19 11:30 (CEST)";"4,324"
"2026-05-19 11:45 (CEST)";"4,323"
"2026-05-19 12:00 (CEST)";"4,319"
"2026-05-19 12:15 (CEST)";"4,321"
"2026-05-19 12:30 (CEST)";"4,297"
"2026-05-19 12:45 (CEST)";"4,308"
"2026-05-19 13:00 (CEST)";"4,319"
"2026-05-19 13:15 (CEST)";"4,319"
"2026-05-19 13:30 (CEST)";"4,318"
"2026-05-19 13:45 (CEST)";"4,316"
"2026-05-19 14:00 (CEST)";"4,197"
"2026-05-19 14:15 (CEST)";"3,828"
"2026-05-19 14:30 (CEST)";"4,018"
"2026-05-19 14:45 (CEST)";"3,683"
"2026-05-19 15:00 (CEST)";"4,220"
"2026-05-19 15:15 (CEST)";"4,195"
"2026-05-19 15:30 (CEST)";"3,795"
"2026-05-19 15:45 (CEST)";"3,468"
"2026-05-19 16:00 (CEST)";"2,664"
"2026-05-19 16:15 (CEST)";"1,873"
"2026-05-19 16:30 (CEST)";"1,144"
"2026-05-19 16:45 (CEST)";"0,999"
"2026-05-19 17:00 (CEST)";"1,128"
"2026-05-19 17:15 (CEST)";"1,141"
"2026-05-19 17:30 (CEST)";"1,131"
"2026-05-19 17:45 (CEST)";"0,883"
"2026-05-19 18:00 (CEST)";"0,659"
"2026-05-19 18:15 (CEST)";"0,576"
"2026-05-19 18:30 (CEST)";"0,482"
"2026-05-19 18:45 (CEST)";"0,335"
"2026-05-19 19:00 (CEST)";"0,323"
"2026-05-19 19:15 (CEST)";"0,291"
"2026-05-19 19:30 (CEST)";"0,395"
"2026-05-19 19:45 (CEST)";"0,472"
"2026-05-19 20:00 (CEST)";"0,274"
"2026-05-19 20:15 (CEST)";"0,243"
"2026-05-19 20:30 (CEST)";"0,179"
"2026-05-19 20:45 (CEST)";"0,097"
"2026-05-19 21:00 (CEST)";"0,010"
"2026-05-19 21:15 (CEST)";"0,000"
"2026-05-19 21:30 (CEST)";"0,000"
"2026-05-19 21:45 (CEST)";"0,000"
"2026-05-19 22:00 (CEST)";"0,000"
"2026-05-19 22:15 (CEST)";"0,000"
"2026-05-19 22:30 (CEST)";"0,000"
"2026-05-19 22:45 (CEST)";"0,000"
"2026-05-19 23:00 (CEST)";"0,000"
"2026-05-19 23:15 (CEST)";"0,000"
"2026-05-19 23:30 (CEST)";"0,000"
"2026-05-19 23:45 (CEST)";"0,000"
"2026-05-20 00:00 (CEST)";"0,000"
"2026-05-20 00:15 (CEST)";"0,000"
"2026-05-20 00:30 (CEST)";"0,000"
"2026-05-20 00:45 (CEST)";"0,000"
"2026-05-20 01:00 (CEST)";"0,000"
"2026-05-20 01:15 (CEST)";"0,000"
"2026-05-20 01:30 (CEST)";"0,000"
"2026-05-20 01:45 (CEST)";"0,000"
"2026-05-20 02:00 (CEST)";"0,000"
"2026-05-20 02:15 (CEST)";"0,000"
"2026-05-20 02:30 (CEST)";"0,000"
"2026-05-20 02:45 (CEST)";"0,000"
"2026-05-20 03:00 (CEST)";"0,000"
"2026-05-20 03:15 (CEST)";"0,000"
"2026-05-20 03:30 (CEST)";"0,000"
"2026-05-20 03:45 (CEST)";"0,000"
"2026-05-20 04:00 (CEST)";"0,000"
"2026-05-20 04:15 (CEST)";"0,000"
"2026-05-20 04:30 (CEST)";"0,004"
"2026-05-20 04:45 (CEST)";"0,081"
"2026-05-20 05:00 (CEST)";"0,194"
"2026-05-20 05:15 (CEST)";"0,296"
"2026-05-20 05:30 (CEST)";"0,413"
"2026-05-20 05:45 (CEST)";"0,637"
"2026-05-20 06:00 (CEST)";"1,048"
"2026-05-20 06:15 (CEST)";"1,614"
"2026-05-20 06:30 (CEST)";"2,157"
"2026-05-20 06:45 (CEST)";"2,444"
"2026-05-20 07:00 (CEST)";"2,558"
"2026-05-20 07:15 (CEST)";"2,636"
"2026-05-20 07:30 (CEST)";"3,363"
"2026-05-20 07:45 (CEST)";"4,306"
"2026-05-20 08:00 (CEST)";"4,314"
"2026-05-20 08:15 (CEST)";"4,313"
"2026-05-20 08:30 (CEST)";"4,314"
"2026-05-20 08:45 (CEST)";"4,314"
"2026-05-20 09:00 (CEST)";"4,316"
"2026-05-20 09:15 (CEST)";"4,315"
"2026-05-20 09:30 (CEST)";"4,317"
"2026-05-20 09:45 (CEST)";"4,319"
"2026-05-20 10:00 (CEST)";"4,321"
"2026-05-20 10:15 (CEST)";"4,322"
"2026-05-20 10:30 (CEST)";"4,321"
"2026-05-20 10:45 (CEST)";"4,320"
"2026-05-20 11:00 (CEST)";"4,320"
"2026-05-20 11:15 (CEST)";"4,321"
"2026-05-20 11:30 (CEST)";"4,320"
"2026-05-20 11:45 (CEST)";"4,319"
"2026-05-20 12:00 (CEST)";"4,312"
"2026-05-20 12:15 (CEST)";"4,317"
"2026-05-20 12:30 (CEST)";"4,320"
"2026-05-20 12:45 (CEST)";"4,317"
"2026-05-20 13:00 (CEST)";"4,313"
"2026-05-20 13:15 (CEST)";"4,308"
"2026-05-20 13:30 (CEST)";"4,305"
"2026-05-20 13:45 (CEST)";"4,310"
"2026-05-20 14:00 (CEST)";"4,308"
"2026-05-20 14:15 (CEST)";"4,309"
"2026-05-20 14:30 (CEST)";"4,046"
"2026-05-20 14:45 (CEST)";"4,023"
"2026-05-20 15:00 (CEST)";"4,306"
"2026-05-20 15:15 (CEST)";"4,239"
"2026-05-20 15:30 (CEST)";"3,790"
"2026-05-20 15:45 (CEST)";"2,796"
"2026-05-20 16:00 (CEST)";"2,108"
"2026-05-20 16:15 (CEST)";"2,751"
"2026-05-20 16:30 (CEST)";"2,774"
"2026-05-20 16:45 (CEST)";"2,945"
"2026-05-20 17:00 (CEST)";"3,204"
"2026-05-20 17:15 (CEST)";"2,167"
"2026-05-20 17:30 (CEST)";"2,151"
"2026-05-20 17:45 (CEST)";"1,661"
"2026-05-20 18:00 (CEST)";"1,385"
"2026-05-20 18:15 (CEST)";"1,337"
"2026-05-20 18:30 (CEST)";"1,082"
"2026-05-20 18:45 (CEST)";"0,672"
"2026-05-20 19:00 (CEST)";"0,384"
"2026-05-20 19:15 (CEST)";"0,234"
"2026-05-20 19:30 (CEST)";"0,209"
"2026-05-20 19:45 (CEST)";"0,407"
"2026-05-20 20:00 (CEST)";"0,459"
"2026-05-20 20:15 (CEST)";"0,176"
"2026-05-20 20:30 (CEST)";"0,111"
"2026-05-20 20:45 (CEST)";"0,052"
"2026-05-20 21:00 (CEST)";"0,008"
"2026-05-20 21:15 (CEST)";"0,000"
"2026-05-20 21:30 (CEST)";"0,000"
"2026-05-20 21:45 (CEST)";"0,000"
"2026-05-20 22:00 (CEST)";"0,000"
"2026-05-20 22:15 (CEST)";"0,000"
"2026-05-20 22:30 (CEST)";"0,000"
"2026-05-20 22:45 (CEST)";"0,000"
"2026-05-20 23:00 (CEST)";"0,000"
"2026-05-20 23:15 (CEST)";"0,000"
"2026-05-20 23:30 (CEST)";"0,000"
"2026-05-20 23:45 (CEST)";"0,000"
"2026-05-21 00:00 (CEST)";"0,000"
"2026-05-21 00:15 (CEST)";"0,000"
"2026-05-21 00:30 (CEST)";"0,000"
"2026-05-21 00:45 (CEST)";"0,000"
"2026-05-21 01:00 (CEST)";"0,000"
"2026-05-21 01:15 (CEST)";"0,000"
"2026-05-21 01:30 (CEST)";"0,000"
"2026-05-21 01:45 (CEST)";"0,000"
"2026-05-21 02:00 (CEST)";"0,000"
"2026-05-21 02:15 (CEST)";"0,000"
"2026-05-21 02:30 (CEST)";"0,000"
"2026-05-21 02:45 (CEST)";"0,000"
"2026-05-21 03:00 (CEST)";"0,000"
"2026-05-21 03:15 (CEST)";"0,000"
"2026-05-21 03:30 (CEST)";"0,000"
"2026-05-21 03:45 (CEST)";"0,000"
"2026-05-21 04:00 (CEST)";"0,000"
"2026-05-21 04:15 (CEST)";"0,000"
"2026-05-21 04:30 (CEST)";"0,000"
"2026-05-21 04:45 (CEST)";"0,000"
"2026-05-21 05:00 (CEST)";"0,004"
"2026-05-21 05:15 (CEST)";"0,129"
"2026-05-21 05:30 (CEST)";"0,457"
"2026-05-21 05:45 (CEST)";"0,362"
"2026-05-21 06:00 (CEST)";"0,260"
"2026-05-21 06:15 (CEST)";"0,354"
"2026-05-21 06:30 (CEST)";"0,653"
"2026-05-21 06:45 (CEST)";"1,044"
"2026-05-21 07:00 (CEST)";"1,062"
"2026-05-21 07:15 (CEST)";"1,642"
"2026-05-21 07:30 (CEST)";"1,702"
"2026-05-21 07:45 (CEST)";"1,573"
"2026-05-21 08:00 (CEST)";"1,223"
"2026-05-21 08:15 (CEST)";"1,424"
"2026-05-21 08:30 (CEST)";"0,960"
"2026-05-21 08:45 (CEST)";"1,322"
"2026-05-21 09:00 (CEST)";"3,131"
"2026-05-21 09:15 (CEST)";"2,460"
"2026-05-21 09:30 (CEST)";"3,375"
"2026-05-21 09:45 (CEST)";"3,710"
"2026-05-21 10:00 (CEST)";"4,221"
"2026-05-21 10:15 (CEST)";"3,195"
"2026-05-21 10:30 (CEST)";"4,110"
"2026-05-21 10:45 (CEST)";"3,536"
"2026-05-21 11:00 (CEST)";"3,593"
"2026-05-21 11:15 (CEST)";"4,040"
"2026-05-21 11:30 (CEST)";"4,298"
"2026-05-21 11:45 (CEST)";"4,111"
"2026-05-21 12:00 (CEST)";"4,302"
"2026-05-21 12:15 (CEST)";"4,125"
"2026-05-21 12:30 (CEST)";"4,315"
"2026-05-21 12:45 (CEST)";"4,305"
"2026-05-21 13:00 (CEST)";"3,395"
"2026-05-21 13:15 (CEST)";"4,250"
"2026-05-21 13:30 (CEST)";"2,895"
"2026-05-21 13:45 (CEST)";"3,643"
"2026-05-21 14:00 (CEST)";"4,220"
"2026-05-21 14:15 (CEST)";"0,952"
"2026-05-21 14:30 (CEST)";"1,811"
"2026-05-21 14:45 (CEST)";"3,413"
"2026-05-21 15:00 (CEST)";"4,288"
"2026-05-21 15:15 (CEST)";"4,297"
"2026-05-21 15:30 (CEST)";"3,135"
"2026-05-21 15:45 (CEST)";"3,797"
"2026-05-21 16:00 (CEST)";"3,520"
"2026-05-21 16:15 (CEST)";"3,434"
"2026-05-21 16:30 (CEST)";"4,308"
"2026-05-21 16:45 (CEST)";"3,732"
"2026-05-21 17:00 (CEST)";"4,082"
"2026-05-21 17:15 (CEST)";"4,317"
"2026-05-21 17:30 (CEST)";"2,402"
"2026-05-21 17:45 (CEST)";"1,899"
"2026-05-21 18:00 (CEST)";"2,089"
"2026-05-21 18:15 (CEST)";"0,916"
"2026-05-21 18:30 (CEST)";"0,915"
"2026-05-21 18:45 (CEST)";"0,711"
"2026-05-21 19:00 (CEST)";"1,385"
"2026-05-21 19:15 (CEST)";"2,393"
"2026-05-21 19:30 (CEST)";"3,488"
"2026-05-21 19:45 (CEST)";"3,272"
"2026-05-21 20:00 (CEST)";"0,577"
"2026-05-21 20:15 (CEST)";"0,599"
"2026-05-21 20:30 (CEST)";"0,288"
"2026-05-21 20:45 (CEST)";"0,190"
"2026-05-21 21:00 (CEST)";"0,086"
"2026-05-21 21:15 (CEST)";"0,004"
"2026-05-21 21:30 (CEST)";"0,000"
"2026-05-21 21:45 (CEST)";"0,000"
"2026-05-21 22:00 (CEST)";"0,000"
"2026-05-21 22:15 (CEST)";"0,000"
"2026-05-21 22:30 (CEST)";"0,000"
"2026-05-21 22:45 (CEST)";"0,000"
"2026-05-21 23:00 (CEST)";"0,000"
"2026-05-21 23:15 (CEST)";"0,000"
"2026-05-21 23:30 (CEST)";"0,000"
"2026-05-21 23:45 (CEST)";"0,000"
"2026-05-22 00:00 (CEST)";"0,000"
"2026-05-22 00:15 (CEST)";"0,000"
"2026-05-22 00:30 (CEST)";"0,000"
"2026-05-22 00:45 (CEST)";"0,000"
"2026-05-22 01:00 (CEST)";"0,000"
"2026-05-22 01:15 (CEST)";"0,000"
"2026-05-22 01:30 (CEST)";"0,000"
"2026-05-22 01:45 (CEST)";"0,000"
"2026-05-22 02:00 (CEST)";"0,000"
"2026-05-22 02:15 (CEST)";"0,000"
"2026-05-22 02:30 (CEST)";"0,000"
"2026-05-22 02:45 (CEST)";"0,000"
"2026-05-22 03:00 (CEST)";"0,000"
"2026-05-22 03:15 (CEST)";"0,000"
"2026-05-22 03:30 (CEST)";"0,000"
"2026-05-22 03:45 (CEST)";"0,000"
"2026-05-22 04:00 (CEST)";"0,000"
"2026-05-22 04:15 (CEST)";"0,000"
"2026-05-22 04:30 (CEST)";"0,019"
"2026-05-22 04:45 (CEST)";"0,114"
"2026-05-22 05:00 (CEST)";"0,193"
"2026-05-22 05:15 (CEST)";"0,292"
"2026-05-22 05:30 (CEST)";"0,433"
"2026-05-22 05:45 (CEST)";"0,794"
"2026-05-22 06:00 (CEST)";"1,369"
"2026-05-22 06:15 (CEST)";"1,784"
"2026-05-22 06:30 (CEST)";"2,355"
"2026-05-22 06:45 (CEST)";"2,682"
"2026-05-22 07:00 (CEST)";"2,949"
"2026-05-22 07:15 (CEST)";"3,333"
"2026-05-22 07:30 (CEST)";"4,219"
"2026-05-22 07:45 (CEST)";"4,310"
"2026-05-22 08:00 (CEST)";"4,306"
"2026-05-22 08:15 (CEST)";"4,314"
"2026-05-22 08:30 (CEST)";"4,316"
"2026-05-22 08:45 (CEST)";"4,318"
"2026-05-22 09:00 (CEST)";"4,317"
"2026-05-22 09:15 (CEST)";"4,319"
"2026-05-22 09:30 (CEST)";"4,324"
"2026-05-22 09:45 (CEST)";"4,321"
"2026-05-22 10:00 (CEST)";"4,322"
"2026-05-22 10:15 (CEST)";"4,324"
"2026-05-22 10:30 (CEST)";"4,323"
"2026-05-22 10:45 (CEST)";"4,323"
"2026-05-22 11:00 (CEST)";"4,322"
"2026-05-22 11:15 (CEST)";"4,306"
"2026-05-22 11:30 (CEST)";"4,321"
"2026-05-22 11:45 (CEST)";"4,182"
"2026-05-22 12:00 (CEST)";"4,316"
"2026-05-22 12:15 (CEST)";"4,320"
"2026-05-22 12:30 (CEST)";"4,319"
"2026-05-22 12:45 (CEST)";"4,318"
"2026-05-22 13:00 (CEST)";"4,312"
"2026-05-22 13:15 (CEST)";"4,122"
"2026-05-22 13:30 (CEST)";"3,663"
"2026-05-22 13:45 (CEST)";"4,001"
"2026-05-22 14:00 (CEST)";"4,228"
"2026-05-22 14:15 (CEST)";"3,881"
"2026-05-22 14:30 (CEST)";"3,820"
"2026-05-22 14:45 (CEST)";"3,213"
"2026-05-22 15:00 (CEST)";"3,409"
"2026-05-22 15:15 (CEST)";"3,620"
"2026-05-22 15:30 (CEST)";"3,613"
"2026-05-22 15:45 (CEST)";"3,365"
"2026-05-22 16:00 (CEST)";"4,141"
"2026-05-22 16:15 (CEST)";"4,157"
"2026-05-22 16:30 (CEST)";"3,460"
"2026-05-22 16:45 (CEST)";"3,456"
"2026-05-22 17:00 (CEST)";"4,307"
"2026-05-22 17:15 (CEST)";"4,275"
"2026-05-22 17:30 (CEST)";"4,189"
"2026-05-22 17:45 (CEST)";"4,308"
"2026-05-22 18:00 (CEST)";"3,934"
"2026-05-22 18:15 (CEST)";"4,067"
"2026-05-22 18:30 (CEST)";"4,307"
"2026-05-22 18:45 (CEST)";"4,309"
"2026-05-22 19:00 (CEST)";"4,263"
"2026-05-22 19:15 (CEST)";"3,881"
"2026-05-22 19:30 (CEST)";"3,497"
"2026-05-22 19:45 (CEST)";"2,927"
"2026-05-22 20:00 (CEST)";"2,462"
"2026-05-22 20:15 (CEST)";"1,323"
"2026-05-22 20:30 (CEST)";"0,283"
"2026-05-22 20:45 (CEST)";"0,174"
"2026-05-22 21:00 (CEST)";"0,072"
"2026-05-22 21:15 (CEST)";"0,005"
"2026-05-22 21:30 (CEST)";"0,000"
"2026-05-22 21:45 (CEST)";"0,000"
"2026-05-22 22:00 (CEST)";"0,000"
"2026-05-22 22:15 (CEST)";"0,000"
"2026-05-22 22:30 (CEST)";"0,000"
"2026-05-22 22:45 (CEST)";"0,000"
"2026-05-22 23:00 (CEST)";"0,000"
"2026-05-22 23:15 (CEST)";"0,000"
"2026-05-22 23:30 (CEST)";"0,000"
"2026-05-22 23:45 (CEST)";"0,000"
"2026-05-23 00:00 (CEST)";"0,000"
"2026-05-23 00:15 (CEST)";"0,000"
"2026-05-23 00:30 (CEST)";"0,000"
"2026-05-23 00:45 (CEST)";"0,000"
"2026-05-23 01:00 (CEST)";"0,000"
"2026-05-23 01:15 (CEST)";"0,000"
"2026-05-23 01:30 (CEST)";"0,000"
"2026-05-23 01:45 (CEST)";"0,000"
"2026-05-23 02:00 (CEST)";"0,000"
"2026-05-23 02:15 (CEST)";"0,000"
"2026-05-23 02:30 (CEST)";"0,000"
"2026-05-23 02:45 (CEST)";"0,000"
"2026-05-23 03:00 (CEST)";"0,000"
"2026-05-23 03:15 (CEST)";"0,000"
"2026-05-23 03:30 (CEST)";"0,000"
"2026-05-23 03:45 (CEST)";"0,000"
"2026-05-23 04:00 (CEST)";"0,000"
"2026-05-23 04:15 (CEST)";"0,000"
"2026-05-23 04:30 (CEST)";"0,042"
"2026-05-23 04:45 (CEST)";"0,146"
"2026-05-23 05:00 (CEST)";"0,261"
"2026-05-23 05:15 (CEST)";"0,360"
"2026-05-23 05:30 (CEST)";"0,508"
"2026-05-23 05:45 (CEST)";"0,624"
"2026-05-23 06:00 (CEST)";"1,075"
"2026-05-23 06:15 (CEST)";"1,770"
"2026-05-23 06:30 (CEST)";"2,210"
"2026-05-23 06:45 (CEST)";"2,562"
"2026-05-23 07:00 (CEST)";"2,854"
"2026-05-23 07:15 (CEST)";"3,134"
"2026-05-23 07:30 (CEST)";"4,097"
"2026-05-23 07:45 (CEST)";"4,302"
"2026-05-23 08:00 (CEST)";"4,305"
"2026-05-23 08:15 (CEST)";"4,307"
"2026-05-23 08:30 (CEST)";"4,310"
"2026-05-23 08:45 (CEST)";"4,309"
"2026-05-23 09:00 (CEST)";"4,312"
"2026-05-23 09:15 (CEST)";"4,313"
"2026-05-23 09:30 (CEST)";"4,317"
"2026-05-23 09:45 (CEST)";"4,312"
"2026-05-23 10:00 (CEST)";"4,315"
"2026-05-23 10:15 (CEST)";"4,316"
"2026-05-23 10:30 (CEST)";"4,316"
"2026-05-23 10:45 (CEST)";"4,315"
"2026-05-23 11:00 (CEST)";"4,317"
"2026-05-23 11:15 (CEST)";"4,315"
"2026-05-23 11:30 (CEST)";"4,317"
"2026-05-23 11:45 (CEST)";"4,315"
"2026-05-23 12:00 (CEST)";"4,314"
"2026-05-23 12:15 (CEST)";"4,313"
"2026-05-23 12:30 (CEST)";"4,314"
"2026-05-23 12:45 (CEST)";"4,313"
"2026-05-23 13:00 (CEST)";"4,313"
"2026-05-23 13:15 (CEST)";"4,314"
"2026-05-23 13:30 (CEST)";"4,293"
"2026-05-23 13:45 (CEST)";"3,906"
"2026-05-23 14:00 (CEST)";"3,762"
"2026-05-23 14:15 (CEST)";"4,049"
"2026-05-23 14:30 (CEST)";"4,235"
"2026-05-23 14:45 (CEST)";"4,191"
"2026-05-23 15:00 (CEST)";"2,901"
"2026-05-23 15:15 (CEST)";"2,702"
"2026-05-23 15:30 (CEST)";"3,035"
"2026-05-23 15:45 (CEST)";"3,018"
"2026-05-23 16:00 (CEST)";"4,125"
"2026-05-23 16:15 (CEST)";"2,559"
"2026-05-23 16:30 (CEST)";"2,466"
"2026-05-23 16:45 (CEST)";"4,192"
"2026-05-23 17:00 (CEST)";"3,379"
"2026-05-23 17:15 (CEST)";"2,852"
"2026-05-23 17:30 (CEST)";"2,852"
"2026-05-23 17:45 (CEST)";"3,236"
"2026-05-23 18:00 (CEST)";"3,007"
"2026-05-23 18:15 (CEST)";"3,882"
"2026-05-23 18:30 (CEST)";"3,167"
"2026-05-23 18:45 (CEST)";"3,196"
"2026-05-23 19:00 (CEST)";"0,876"
"2026-05-23 19:15 (CEST)";"0,728"
"2026-05-23 19:30 (CEST)";"2,121"
"2026-05-23 19:45 (CEST)";"1,674"
"2026-05-23 20:00 (CEST)";"0,497"
"2026-05-23 20:15 (CEST)";"0,549"
"2026-05-23 20:30 (CEST)";"0,291"
"2026-05-23 20:45 (CEST)";"0,235"
"2026-05-23 21:00 (CEST)";"0,087"
"2026-05-23 21:15 (CEST)";"0,006"
"2026-05-23 21:30 (CEST)";"0,000"
"2026-05-23 21:45 (CEST)";"0,000"
"2026-05-23 22:00 (CEST)";"0,000"
"2026-05-23 22:15 (CEST)";"0,000"
"2026-05-23 22:30 (CEST)";"0,000"
"2026-05-23 22:45 (CEST)";"0,000"
"2026-05-23 23:00 (CEST)";"0,000"
"2026-05-23 23:15 (CEST)";"0,000"
"2026-05-23 23:30 (CEST)";"0,000"
"2026-05-23 23:45 (CEST)";"0,000"
"2026-05-24 00:00 (CEST)";"0,000"
"2026-05-24 00:15 (CEST)";"0,000"
"2026-05-24 00:30 (CEST)";"0,000"
"2026-05-24 00:45 (CEST)";"0,000"
"2026-05-24 01:00 (CEST)";"0,000"
"2026-05-24 01:15 (CEST)";"0,000"
"2026-05-24 01:30 (CEST)";"0,000"
"2026-05-24 01:45 (CEST)";"0,000"
"2026-05-24 02:00 (CEST)";"0,000"
"2026-05-24 02:15 (CEST)";"0,000"
"2026-05-24 02:30 (CEST)";"0,000"
"2026-05-24 02:45 (CEST)";"0,000"
"2026-05-24 03:00 (CEST)";"0,000"
"2026-05-24 03:15 (CEST)";"0,000"
"2026-05-24 03:30 (CEST)";"0,000"
"2026-05-24 03:45 (CEST)";"0,000"
"2026-05-24 04:00 (CEST)";"0,000"
"2026-05-24 04:15 (CEST)";"0,000"
"2026-05-24 04:30 (CEST)";"0,037"
"2026-05-24 04:45 (CEST)";"0,149"
"2026-05-24 05:00 (CEST)";"0,213"
"2026-05-24 05:15 (CEST)";"0,342"
"2026-05-24 05:30 (CEST)";"0,458"
"2026-05-24 05:45 (CEST)";"0,821"
"2026-05-24 06:00 (CEST)";"1,340"
"2026-05-24 06:15 (CEST)";"1,683"
"2026-05-24 06:30 (CEST)";"2,063"
"2026-05-24 06:45 (CEST)";"2,802"
"2026-05-24 07:00 (CEST)";"3,034"
"2026-05-24 07:15 (CEST)";"3,327"
"2026-05-24 07:30 (CEST)";"4,054"
"2026-05-24 07:45 (CEST)";"3,684"
"2026-05-24 08:00 (CEST)";"4,234"
"2026-05-24 08:15 (CEST)";"4,297"
"2026-05-24 08:30 (CEST)";"4,309"
"2026-05-24 08:45 (CEST)";"4,195"
"2026-05-24 09:00 (CEST)";"4,273"
"2026-05-24 09:15 (CEST)";"4,303"
"2026-05-24 09:30 (CEST)";"4,315"
"2026-05-24 09:45 (CEST)";"4,291"
"2026-05-24 10:00 (CEST)";"4,312"
"2026-05-24 10:15 (CEST)";"4,313"
"2026-05-24 10:30 (CEST)";"4,303"
"2026-05-24 10:45 (CEST)";"4,314"
"2026-05-24 11:00 (CEST)";"4,314"
"2026-05-24 11:15 (CEST)";"4,312"
"2026-05-24 11:30 (CEST)";"4,313"
"2026-05-24 11:45 (CEST)";"4,310"
"2026-05-24 12:00 (CEST)";"4,311"
"2026-05-24 12:15 (CEST)";"4,310"
"2026-05-24 12:30 (CEST)";"4,310"
"2026-05-24 12:45 (CEST)";"4,311"
"2026-05-24 13:00 (CEST)";"4,310"
"2026-05-24 13:15 (CEST)";"4,310"
"2026-05-24 13:30 (CEST)";"4,310"
"2026-05-24 13:45 (CEST)";"4,311"
"2026-05-24 14:00 (CEST)";"4,310"
"2026-05-24 14:15 (CEST)";"4,309"
"2026-05-24 14:30 (CEST)";"4,310"
"2026-05-24 14:45 (CEST)";"4,310"
"2026-05-24 15:00 (CEST)";"4,311"
"2026-05-24 15:15 (CEST)";"4,269"
"2026-05-24 15:30 (CEST)";"4,311"
"2026-05-24 15:45 (CEST)";"4,298"
"2026-05-24 16:00 (CEST)";"4,160"
"2026-05-24 16:15 (CEST)";"4,310"
"2026-05-24 16:30 (CEST)";"4,311"
"2026-05-24 16:45 (CEST)";"4,301"
"2026-05-24 17:00 (CEST)";"3,366"
"2026-05-24 17:15 (CEST)";"3,482"
"2026-05-24 17:30 (CEST)";"4,291"
"2026-05-24 17:45 (CEST)";"4,308"
"2026-05-24 18:00 (CEST)";"4,306"
"2026-05-24 18:15 (CEST)";"4,307"
"2026-05-24 18:30 (CEST)";"4,306"
"2026-05-24 18:45 (CEST)";"4,307"
"2026-05-24 19:00 (CEST)";"4,276"
"2026-05-24 19:15 (CEST)";"4,009"
"2026-05-24 19:30 (CEST)";"3,614"
"2026-05-24 19:45 (CEST)";"3,207"
"2026-05-24 20:00 (CEST)";"2,722"
"2026-05-24 20:15 (CEST)";"1,610"
"2026-05-24 20:30 (CEST)";"0,274"
"2026-05-24 20:45 (CEST)";"0,186"
"2026-05-24 21:00 (CEST)";"0,092"
"2026-05-24 21:15 (CEST)";"0,015"
"2026-05-24 21:30 (CEST)";"0,000"
"2026-05-24 21:45 (CEST)";"0,000"
"2026-05-24 22:00 (CEST)";"0,000"
"2026-05-24 22:15 (CEST)";"0,000"
"2026-05-24 22:30 (CEST)";"0,000"
"2026-05-24 22:45 (CEST)";"0,000"
"2026-05-24 23:00 (CEST)";"0,000"
"2026-05-24 23:15 (CEST)";"0,000"
"2026-05-24 23:30 (CEST)";"0,000"
"2026-05-24 23:45 (CEST)";"0,000"
"2026-05-25 00:00 (CEST)";"0,000"
"2026-05-25 00:15 (CEST)";"0,000"
"2026-05-25 00:30 (CEST)";"0,000"
"2026-05-25 00:45 (CEST)";"0,000"
"2026-05-25 01:00 (CEST)";"0,000"
"2026-05-25 01:15 (CEST)";"0,000"
"2026-05-25 01:30 (CEST)";"0,000"
"2026-05-25 01:45 (CEST)";"0,000"
"2026-05-25 02:00 (CEST)";"0,000"
"2026-05-25 02:15 (CEST)";"0,000"
"2026-05-25 02:30 (CEST)";"0,000"
"2026-05-25 02:45 (CEST)";"0,000"
"2026-05-25 03:00 (CEST)";"0,000"
"2026-05-25 03:15 (CEST)";"0,000"
"2026-05-25 03:30 (CEST)";"0,000"
"2026-05-25 03:45 (CEST)";"0,000"
"2026-05-25 04:00 (CEST)";"0,000"
"2026-05-25 04:15 (CEST)";"0,000"
"2026-05-25 04:30 (CEST)";"0,004"
"2026-05-25 04:45 (CEST)";"0,074"
"2026-05-25 05:00 (CEST)";"0,177"
"2026-05-25 05:15 (CEST)";"0,230"
